iteration,base_project,filename,cosine_similarity,bert_f1
1,JamesZBL,Boss.java,0.1713947022966969,0.8587723970413208
1,JamesZBL,BossVisitor.java,0.24691748483298043,0.8892633318901062
1,JamesZBL,Engineer.java,0.22186155344537767,0.8652896285057068
1,JamesZBL,EngineerVisitor.java,0.3715131299947446,0.8977119326591492
1,JamesZBL,Manager.java,0.2881020179059261,0.8677710890769958
1,JamesZBL,ManagerVisitor.java,0.25940601124484614,0.8901532888412476
1,JamesZBL,Unit.java,0.28460091950980626,0.8791027069091797
1,JamesZBL,UnitVisitor.java,0.4713768838160453,0.9339304566383362
1,Spring-Framework,BeanFactory.java,0.35599217585805465,0.8905041813850403
1,Spring-Framework,ListableBeanFactory.java,0.23207221640002687,0.8782067894935608
1,Spring-Framework,HierarchicalBeanFactory.java,0.22581258766296144,0.8672858476638794
1,Spring-Framework,AutowireCapableBeanFactory.java,0.3008087831532999,0.8678913116455078
1,Spring-Framework,ClientHttpRequestFactory.java,0.11466386703164368,0.862989068031311
1,Spring-Framework,AdaptableJobFactory.java,0.29353908688045355,0.8573232889175415
1,Spring-Framework,SchedulerFactoryBean.java,0.10064180385528831,0.8708641529083252
1,Spring-Framework,JobDetailFactoryBean.java,0.22776770415161693,0.8816606998443604
1,Spring-Framework,MethodInvokingJobDetailFactoryBean.java,0.2026818058805526,0.8773361444473267
1,Spring-Framework,CronTriggerFactoryBean.java,0.14343536068307405,0.8679937124252319
1,Spring-Framework,DefaultSingletonBeanRegistry.java,0.08937299572489495,0.8556935787200928
1,Spring-Framework,SingletonBeanRegistry.java,0.33163215861569545,0.8902418613433838
1,Spring-Framework,SmartInitializingSingleton.java,0.2051457732637739,0.883797824382782
1,Spring-Framework,SingletonSupplier.java,0.23196143291924382,0.8733659386634827
1,Spring-Framework,IsolationLevelDataSourceAdapter.java,0.24935505875762798,0.8712427020072937
1,Spring-Framework,HttpRequestHandlerAdapter.java,0.15869156429353773,0.8562841415405273
1,Spring-Framework,MethodBeforeAdviceAdapter.java,0.17106153230703186,0.8809779286384583
1,Spring-Framework,SimpleControllerHandlerAdapter.java,0.2086304028011713,0.8505809307098389
1,Spring-Framework,ScopedProxyBeanDefinitionDecorator.java,0.3684201748934284,0.8847641348838806
1,Spring-Framework,BufferingClientHttpResponseWrapper.java,0.22433458224264607,0.870977520942688
1,Spring-Framework,ContentCachingRequestWrapper.java,0.17861777957102098,0.8695588707923889
1,Spring-Framework,WebSocketHandlerDecorator.java,0.47079211137346,0.8986149430274963
1,Spring-Framework,JDBCTemplate.java,0.1650498810277048,0.8612985610961914
1,Spring-Framework,JmsTemplate.java,0.13958765680381327,0.8492491245269775
1,Spring-Framework,RestTemplate.java,0.2023693737978458,0.8613921999931335
1,Spring-Framework,TransactionTemplate.java,0.21734465134065895,0.8782380223274231
1,Spring-Framework,ApplicationEventPublisher.java,0.3168271953685054,0.8731404542922974
1,Spring-Framework,ApplicationListener.java,0.30199509497651855,0.8715605735778809
1,Spring-Framework,AbstractApplicationEventMulticaster.java,0.1869882028522963,0.8645125031471252
1,Spring-Framework,SavepointManager.java,0.19580592716923703,0.8990861773490906
1,Spring-Framework,AbstractTransactionStatus.java,0.3272413304831781,0.8785853385925293
1,Spring-Framework,SimpleApplicationEventMulticaster.java,0.12082146956316704,0.8521607518196106
1,Spring-Framework,BeanDefinitionVisitor.java,0.123035517767698,0.8516845107078552
2,AbdurRKhalid,EmailNotificationListener.java,0.41674027879700337,0.8922455310821533
2,AbdurRKhalid,LogOpenListener.java,0.5540241774566739,0.8905708193778992
2,AbdurRKhalid,Editor.java,0.2879318681055454,0.9026886224746704
2,AbdurRKhalid,EventListener.java,0.36254276341154174,0.8809735178947449
2,AbdurRKhalid,EventManager.java,0.1775700992591385,0.8875280022621155
2,AbdurRKhalid,Computer.java,0.2905433945396942,0.8637441396713257
2,AbdurRKhalid,ComputerPart.java,0.27676917336616597,0.8825811743736267
2,AbdurRKhalid,ComputerPartDisplayVisitor.java,0.2988228713129251,0.8997594118118286
2,AbdurRKhalid,ComputerPartVisitor.java,0.2304035545697161,0.8847219944000244
2,AbdurRKhalid,Keyboard.java,0.312090222799106,0.8623177409172058
2,AbdurRKhalid,Monitor.java,0.324264010197148,0.8660979270935059
2,AbdurRKhalid,Mouse.java,0.39405429297575484,0.8653737306594849
2,AbdurRKhalid,Test.java,0.3879296627361186,0.8775033354759216
2,AbdurRKhalid,GUIFactory.java,0.4087784972176714,0.8819523453712463
2,AbdurRKhalid,Application.java,0.4017618025404267,0.8984766602516174
2,AbdurRKhalid,MacOSFactory.java,0.6345286690953457,0.9145694375038147
2,AbdurRKhalid,WindowsOSFactory.java,0.5708224527783007,0.9160116910934448
2,AbdurRKhalid,Button.java,0.32144660441563117,0.8558486104011536
2,AbdurRKhalid,CheckBox.java,0.20198054404496116,0.8509529829025269
2,AbdurRKhalid,MacOSButton.java,0.5809946781276661,0.9055280685424805
2,AbdurRKhalid,MacOSCheckBox.java,0.5102315572945159,0.9040513038635254
2,AbdurRKhalid,WindowsButton.java,0.5547382157883793,0.9101185202598572
2,AbdurRKhalid,WindowsCheckBox.java,0.5809946781276661,0.9016222357749939
2,AbdurRKhalid,Test.java,0.2823546467278587,0.8570359945297241
2,AbdurRKhalid,Test.java,0.2683892135727283,0.8608251214027405
2,AbdurRKhalid,HtmlDialog.java,0.5900192377699905,0.9035933017730713
2,AbdurRKhalid,WindowsDialog.java,0.5338408601927433,0.8972272276878357
2,AbdurRKhalid,HtmlButton.java,0.3489162643373565,0.8995146155357361
2,AbdurRKhalid,WindowsButton.java,0.30466752267106073,0.8963413238525391
2,AbdurRKhalid,Dialog.java,0.34589488738415747,0.8919671773910522
2,AbdurRKhalid,Button.java,0.33822343843262037,0.895256757736206
2,AbdurRKhalid,TextEditor.java,0.5522728313455705,0.8953643441200256
2,AbdurRKhalid,TextWindowState.java,0.4972949961842759,0.900750458240509
2,AbdurRKhalid,TextWindow.java,0.194502375591736,0.8757082223892212
2,AbdurRKhalid,Singleton.java,0.46593127817034585,0.8926979303359985
2,AbdurRKhalid,Test.java,0.24680774261506722,0.8458666205406189
2,AbdurRKhalid,SquarePeg.java,0.6202797136003927,0.9026246666908264
2,AbdurRKhalid,SquarePegAdapter.java,0.3890567697306939,0.8864305019378662
2,AbdurRKhalid,RoundHole.java,0.23804092527031712,0.8871721029281616
2,AbdurRKhalid,RoundPeg.java,0.556409487090418,0.9076874256134033
2,AbdurRKhalid,Test.java,0.14887700951384247,0.8403539061546326
2,AbdurRKhalid,DataSource.java,0.41977607715206583,0.8867449164390564
2,AbdurRKhalid,FileDataSource.java,0.3748668819760576,0.8959936499595642
2,AbdurRKhalid,CompressionDecorator.java,0.32336985203785973,0.8839552998542786
2,AbdurRKhalid,EncryptionDecorator.java,0.23958502458883138,0.866523802280426
2,AbdurRKhalid,DataSourceDecorator.java,0.3799866595426144,0.8838128447532654
2,AbdurRKhalid,Test.java,0.14813393673232753,0.8368934392929077
2,AbdurRKhalid,AudioMixer.java,0.3238831477215236,0.875080943107605
2,AbdurRKhalid,BitrateReader.java,0.2761142351806648,0.8719499707221985
2,AbdurRKhalid,Codec.java,0.21321467496302812,0.8751353025436401
2,AbdurRKhalid,CodecFactory.java,0.411159636706839,0.8818538188934326
2,AbdurRKhalid,MPEG4CompressionCodec.java,0.32296670655421156,0.8939555883407593
2,AbdurRKhalid,OggCompressionCodec.java,0.4943182358976235,0.9041593074798584
2,AbdurRKhalid,Test.java,0.15647553948636206,0.8330596089363098
2,AbdurRKhalid,VideoConversionFacade.java,0.28733483291128714,0.8946191072463989
2,AbdurRKhalid,VideoFile.java,0.3885528311437313,0.8869256377220154
2,JamesZBL,Captain.java,0.49503062941664344,0.8894411325454712
2,JamesZBL,Member.java,0.39865976565261785,0.9004046320915222
2,JamesZBL,NewShip.java,0.5632337052250125,0.8990576863288879
2,JamesZBL,OldCaptain.java,0.39229447486842794,0.8994907140731812
2,JamesZBL,OldSailor.java,0.5996757536147782,0.9083442687988281
2,JamesZBL,OldShip.java,0.5332627435858861,0.8957654237747192
2,JamesZBL,PermanentTeamFactory.java,0.4246977407181496,0.8922247290611267
2,JamesZBL,Sailor.java,0.3700007376772276,0.875869870185852
2,JamesZBL,Ship.java,0.2548556568540491,0.8855290412902832
2,JamesZBL,TeamFactory.java,0.38831412937391274,0.9102597236633301
2,JamesZBL,YoungCaptain.java,0.2937978940881666,0.8906817436218262
2,JamesZBL,YoungSailor.java,0.42210384711560545,0.8948598504066467
2,JamesZBL,YoungTeamFactory.java,0.4593155491216291,0.9042785167694092
2,JamesZBL,Application.java,0.22763364786315574,0.8695231676101685
2,JamesZBL,Application.java,0.2796758219388346,0.8530095219612122
2,JamesZBL,Bus.java,0.206169968312607,0.8637328147888184
2,JamesZBL,BusAdapter.java,0.5708121746821109,0.906467616558075
2,JamesZBL,Car.java,0.1775866642885962,0.8663856387138367
2,JamesZBL,Driver.java,0.3982103630342461,0.8702473044395447
2,JamesZBL,Application.java,0.24129860129474393,0.8444530963897705
2,JamesZBL,CarpenterOperation.java,0.3357256940702115,0.8554509878158569
2,JamesZBL,HammerSmithOperation.java,0.3216417166718787,0.8637559413909912
2,JamesZBL,Operation.java,0.229266916060563,0.8724741339683533
2,JamesZBL,Application.java,0.24407644578587967,0.8514898419380188
2,JamesZBL,CourseFacade.java,0.27107707117733787,0.8817883729934692
2,JamesZBL,CourseParticipator.java,0.40648005669544257,0.8833611607551575
2,JamesZBL,CourseStudent.java,0.3561499713111108,0.8816676139831543
2,JamesZBL,CourseTeacher.java,0.32601300248389836,0.8890666365623474
2,JamesZBL,Application.java,0.2548753621209553,0.8580510020256042
2,JamesZBL,ChineseCook.java,0.44533355001621816,0.8866004943847656
2,JamesZBL,ChineseFood.java,0.4238182718303106,0.8760436177253723
2,JamesZBL,Cook.java,0.521788146710045,0.8969963192939758
2,JamesZBL,Food.java,0.5440914316570497,0.9177688956260681
2,JamesZBL,FoodType.java,0.2935572321129307,0.8797742128372192
2,JamesZBL,WesternCook.java,0.4260790069315875,0.9074833393096924
2,JamesZBL,WesternFood.java,0.45057620679728144,0.8852077722549438
2,JamesZBL,Application.java,0.12706478798881257,0.8343079090118408
2,JamesZBL,Flower.java,0.5120385586009779,0.8849923014640808
2,JamesZBL,FlowerType.java,0.3256544011055039,0.8636766076087952
2,JamesZBL,Plant.java,0.4607202622633361,0.8994371891021729
2,JamesZBL,Application.java,0.15341983242092208,0.8465433120727539
2,JamesZBL,Northern.java,0.44514544166967523,0.8812095522880554
2,JamesZBL,Southern.java,0.3872258130987487,0.8700740337371826
2,JamesZBL,Time.java,0.4625840324689738,0.8910133242607117
2,JamesZBL,TimeObserver.java,0.5258241673614201,0.9111826419830322
2,JamesZBL,TimePoint.java,0.22503824595253527,0.8489259481430054
2,JamesZBL,Application.java,0.04017522087327746,0.8282222151756287
2,JamesZBL,Director.java,0.4445338731271476,0.8879517912864685
2,JamesZBL,EnumDirector.java,0.16136527106911286,0.8551734089851379
2,JamesZBL,LazyInitializationDirector.java,0.2460689407784772,0.8785527348518372
2,JamesZBL,ThreadSafeDoubleCheckLocking.java,0.16256867573791353,0.8624669909477234
2,JamesZBL,ThreadSafeLazyLoadDirector.java,0.44823976854475994,0.9024409055709839
2,JamesZBL,Application.java,0.20757998777113318,0.8385419845581055
2,JamesZBL,Boss.java,0.2627574527887328,0.8577671647071838
2,JamesZBL,BossVisitor.java,0.2899787067127778,0.8739972710609436
2,JamesZBL,Engineer.java,0.2987072479532334,0.8706207871437073
2,JamesZBL,EngineerVisitor.java,0.28171113782788465,0.8949469327926636
2,JamesZBL,Manager.java,0.3013706490138526,0.872075080871582
2,JamesZBL,ManagerVisitor.java,0.44349710514104124,0.8953819870948792
2,JamesZBL,Unit.java,0.2859122343127947,0.8780540227890015
2,JamesZBL,UnitVisitor.java,0.4697177659894466,0.9266005158424377
2,Spring-Framework,BeanFactory.java,0.3788588229807138,0.8915225267410278
2,Spring-Framework,ListableBeanFactory.java,0.20409718408081495,0.8764567971229553
2,Spring-Framework,HierarchicalBeanFactory.java,0.23302740972868446,0.869568407535553
2,Spring-Framework,AutowireCapableBeanFactory.java,0.29521182664444007,0.8642474412918091
2,Spring-Framework,ClientHttpRequestFactory.java,0.08672258133139499,0.8733077049255371
2,Spring-Framework,AdaptableJobFactory.java,0.24843886172770513,0.8565531969070435
2,Spring-Framework,SchedulerFactoryBean.java,0.10829977466214037,0.8764541149139404
2,Spring-Framework,JobDetailFactoryBean.java,0.1980572482925605,0.8724109530448914
2,Spring-Framework,MethodInvokingJobDetailFactoryBean.java,0.08191107993487465,0.8623856902122498
2,Spring-Framework,CronTriggerFactoryBean.java,0.10085779162591638,0.8574212789535522
2,Spring-Framework,DefaultSingletonBeanRegistry.java,0.11889794875886997,0.8642135858535767
2,Spring-Framework,SingletonBeanRegistry.java,0.3400181416020255,0.8832050561904907
2,Spring-Framework,SmartInitializingSingleton.java,0.2812189385221457,0.8863692283630371
2,Spring-Framework,SingletonSupplier.java,0.3085336978536651,0.8873705863952637
2,Spring-Framework,IsolationLevelDataSourceAdapter.java,0.15285998562954928,0.84425288438797
2,Spring-Framework,HttpRequestHandlerAdapter.java,0.282936938484018,0.8923133015632629
2,Spring-Framework,MethodBeforeAdviceAdapter.java,0.17106153230703186,0.8809779286384583
2,Spring-Framework,SimpleControllerHandlerAdapter.java,0.149261457685728,0.85455721616745
2,Spring-Framework,ScopedProxyBeanDefinitionDecorator.java,0.4198629475197726,0.8953112363815308
2,Spring-Framework,BufferingClientHttpResponseWrapper.java,0.26545288616250745,0.8804186582565308
2,Spring-Framework,ContentCachingRequestWrapper.java,0.17039990239197625,0.8606938719749451
2,Spring-Framework,WebSocketHandlerDecorator.java,0.5090815472106177,0.8971418738365173
2,Spring-Framework,JDBCTemplate.java,0.1667914258761582,0.861469566822052
2,Spring-Framework,JmsTemplate.java,0.1258516982394922,0.8471982479095459
2,Spring-Framework,RestTemplate.java,0.2624338440049022,0.8581758737564087
2,Spring-Framework,TransactionTemplate.java,0.18094786324346068,0.871282696723938
2,Spring-Framework,ApplicationEventPublisher.java,0.2825448645245546,0.8753933906555176
2,Spring-Framework,ApplicationListener.java,0.32505852586376316,0.8642860054969788
2,Spring-Framework,AbstractApplicationEventMulticaster.java,0.23006907409389596,0.8726131916046143
2,Spring-Framework,SavepointManager.java,0.1883391301498193,0.8978404402732849
2,Spring-Framework,AbstractTransactionStatus.java,0.26336825439626765,0.8809191584587097
2,Spring-Framework,SimpleApplicationEventMulticaster.java,0.10867425752031162,0.8634228706359863
2,Spring-Framework,BeanDefinitionVisitor.java,0.17530458741949484,0.8524437546730042
3,AbdurRKhalid,EmailNotificationListener.java,0.33430395326043055,0.8894999027252197
3,AbdurRKhalid,LogOpenListener.java,0.5006226493792766,0.8827153444290161
3,AbdurRKhalid,Editor.java,0.2936650896429517,0.9011242389678955
3,AbdurRKhalid,EventListener.java,0.3529546192862193,0.8807544708251953
3,AbdurRKhalid,EventManager.java,0.1636377807146943,0.882500410079956
3,AbdurRKhalid,Computer.java,0.2640441421631991,0.863426923751831
3,AbdurRKhalid,ComputerPart.java,0.3622335976966683,0.8668661117553711
3,AbdurRKhalid,ComputerPartDisplayVisitor.java,0.3020776859359846,0.9003596901893616
3,AbdurRKhalid,ComputerPartVisitor.java,0.1887222585435328,0.8854228258132935
3,AbdurRKhalid,Keyboard.java,0.3598907868656496,0.8641436696052551
3,AbdurRKhalid,Monitor.java,0.42746134120942597,0.8776319622993469
3,AbdurRKhalid,Mouse.java,0.548215553013177,0.8815727829933167
3,AbdurRKhalid,Test.java,0.49815165620697066,0.8762561082839966
3,AbdurRKhalid,GUIFactory.java,0.4619387867528052,0.8886227607727051
3,AbdurRKhalid,Application.java,0.39584959820014337,0.8841979503631592
3,AbdurRKhalid,MacOSFactory.java,0.6217450762307024,0.9147107005119324
3,AbdurRKhalid,WindowsOSFactory.java,0.5544510398854506,0.9155299663543701
3,AbdurRKhalid,Button.java,0.2940237690651256,0.8646030426025391
3,AbdurRKhalid,CheckBox.java,0.20198054404496116,0.8509529829025269
3,AbdurRKhalid,MacOSButton.java,0.5773861645434639,0.8958482146263123
3,AbdurRKhalid,MacOSCheckBox.java,0.4949524475339271,0.895760178565979
3,AbdurRKhalid,WindowsButton.java,0.6228592627878354,0.8977082967758179
3,AbdurRKhalid,WindowsCheckBox.java,0.5544099093062728,0.912446141242981
3,AbdurRKhalid,Test.java,0.280057400697737,0.8648818731307983
3,AbdurRKhalid,Test.java,0.17176195030671731,0.8662445545196533
3,AbdurRKhalid,HtmlDialog.java,0.5900192377699905,0.9035933017730713
3,AbdurRKhalid,WindowsDialog.java,0.5225449598406295,0.8966413140296936
3,AbdurRKhalid,HtmlButton.java,0.4005590186494802,0.9089818596839905
3,AbdurRKhalid,WindowsButton.java,0.4561781533605803,0.8983170986175537
3,AbdurRKhalid,Dialog.java,0.3868823278084149,0.8968955278396606
3,AbdurRKhalid,Button.java,0.3428696009380581,0.8965870141983032
3,AbdurRKhalid,TextEditor.java,0.3995556435673593,0.8815114498138428
3,AbdurRKhalid,TextWindowState.java,0.45554907717554527,0.906685471534729
3,AbdurRKhalid,TextWindow.java,0.3205693746020505,0.8872414231300354
3,AbdurRKhalid,Singleton.java,0.47839726287960427,0.8964041471481323
3,AbdurRKhalid,Test.java,0.207723744131858,0.8443576097488403
3,AbdurRKhalid,SquarePeg.java,0.5805340505978561,0.9002134203910828
3,AbdurRKhalid,SquarePegAdapter.java,0.3819804467350587,0.9003831744194031
3,AbdurRKhalid,RoundHole.java,0.22552494422942101,0.8876527547836304
3,AbdurRKhalid,RoundPeg.java,0.4415068633581175,0.8881978392601013
3,AbdurRKhalid,Test.java,0.15092834916334918,0.8399628400802612
3,AbdurRKhalid,DataSource.java,0.41977607715206583,0.886773407459259
3,AbdurRKhalid,FileDataSource.java,0.3925515408333633,0.8872588872909546
3,AbdurRKhalid,CompressionDecorator.java,0.36132513687020196,0.8871082663536072
3,AbdurRKhalid,EncryptionDecorator.java,0.24322404641897655,0.865054726600647
3,AbdurRKhalid,DataSourceDecorator.java,0.4585338824987055,0.8916228413581848
3,AbdurRKhalid,Test.java,0.16583752924270564,0.8354185223579407
3,AbdurRKhalid,AudioMixer.java,0.24492431337534235,0.8764093518257141
3,AbdurRKhalid,BitrateReader.java,0.2883156342482399,0.8793652653694153
3,AbdurRKhalid,Codec.java,0.21321467496302812,0.8751353025436401
3,AbdurRKhalid,CodecFactory.java,0.43315617349607877,0.8736891746520996
3,AbdurRKhalid,MPEG4CompressionCodec.java,0.357596493084589,0.8986350893974304
3,AbdurRKhalid,OggCompressionCodec.java,0.5126686652860583,0.8965860605239868
3,AbdurRKhalid,Test.java,0.11407750325318781,0.8349688649177551
3,AbdurRKhalid,VideoConversionFacade.java,0.2477104351810864,0.8961344957351685
3,AbdurRKhalid,VideoFile.java,0.40228606980606174,0.8994281888008118
3,JamesZBL,Captain.java,0.41294816946347057,0.8797668218612671
3,JamesZBL,Member.java,0.3683774707762558,0.8994438648223877
3,JamesZBL,NewShip.java,0.4842867803412752,0.9023540019989014
3,JamesZBL,OldCaptain.java,0.3805470239296217,0.894600510597229
3,JamesZBL,OldSailor.java,0.4496785511168163,0.9062915444374084
3,JamesZBL,OldShip.java,0.5508853546643814,0.8991839289665222
3,JamesZBL,PermanentTeamFactory.java,0.3936198387191236,0.8905246257781982
3,JamesZBL,Sailor.java,0.21246602247681928,0.8757085204124451
3,JamesZBL,Ship.java,0.44085173147022405,0.8925904035568237
3,JamesZBL,TeamFactory.java,0.3299317864139846,0.9183071851730347
3,JamesZBL,YoungCaptain.java,0.4801671726052909,0.8954617381095886
3,JamesZBL,YoungSailor.java,0.38864704025590147,0.9001131057739258
